link,price,street,property_type,neighborhood,city,floor,rooms,area_sqm,price_per_sqrm,full_address,Lat,Long,Distance_To_Hub_Meters
https://www.yad2.co.il/realestate/item/7cd5xxo5?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=58,2800000.0,זאב שרף 8,דירה,פסגת זאב,ירושלים,2.0,4.0,90.0,31111.11111111111,"זאב שרף 8, פסגת זאב, ירושלים",31.8220066,35.245602,531.7018053210975
https://www.yad2.co.il/realestate/item/x82u6fju?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=58,3300000.0,נהוראי 4,דירה,קטמונים,ירושלים,2.0,4.0,85.0,38823.529411764706,"נהוראי 4, קטמונים, ירושלים",31.7540335,35.2083816,1116.8029091161106
https://www.yad2.co.il/realestate/item/rrwvi06p?opened-from=feed&component-type=main_feed&spot=standard&location=34&pagination=58,3690000.0,האייל,דירה,מלחה,ירושלים,1.0,4.0,115.0,32086.956521739132,"האייל, מלחה, ירושלים",31.7536634,35.1864077,343.5955452193447
https://www.yad2.co.il/realestate/item/b67e10rp?opened-from=feed&component-type=main_feed&spot=standard&location=27&pagination=59,4050000.0,הנרייטה סולד 7,דירה,קרית היובל,ירושלים,21.0,5.0,136.0,29779.41176470588,"הנרייטה סולד 7, קרית היובל, ירושלים",31.7598928,35.1686984,310.72417947682794
https://www.yad2.co.il/realestate/item/hy9igc6j?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=60,3990000.0,הרב שך 12,דירה,רמת שלמה,ירושלים,2.0,5.0,118.0,33813.5593220339,"הרב שך 12, רמת שלמה, ירושלים",31.8118,35.2128133,167.6414026772737
https://www.yad2.co.il/realestate/item/7o75qelf?opened-from=feed&component-type=main_feed&spot=standard&location=36&pagination=60,3650000.0,משה קול,דירת גן,בית הכרם,ירושלים,1.0,3.0,70.0,52142.857142857145,"משה קול, בית הכרם, ירושלים",31.7745881,35.1875162,380.6064327720738
https://www.yad2.co.il/realestate/item/7o75qelf?opened-from=feed&component-type=main_feed&spot=standard&location=21&pagination=61,3650000.0,משה קול,דירת גן,בית הכרם,ירושלים,1.0,3.0,70.0,52142.857142857145,"משה קול, בית הכרם, ירושלים",31.7745881,35.1875162,380.6064327720738
https://www.yad2.co.il/realestate/item/5mgiqd10?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=61,2700000.0,השומר 10,דירת גן,קטמונים,ירושלים,0.0,3.0,70.0,38571.42857142857,"השומר 10, קטמונים, ירושלים",31.7545494,35.1958466,958.1531902951817
https://www.yad2.co.il/realestate/item/n5awcnoy?opened-from=feed&component-type=main_feed&spot=standard&location=23&pagination=63,2350000.0,בר יוחאי 7,דירה,קטמונים,ירושלים,0.0,2.0,30.0,78333.33333333333,"בר יוחאי 7, קטמונים, ירושלים",31.7533044,35.1972269,1124.0723269141033
https://www.yad2.co.il/realestate/item/e8ws592n?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=63,2400000.0,שדרות משה דיין,דירה,ירושלים,ירושלים,3.0,4.0,75.0,32000.0,"שדרות משה דיין, ירושלים, ירושלים",31.825621,35.2398609,333.4273303605482
https://www.yad2.co.il/realestate/item/opq01kw8?opened-from=feed&component-type=main_feed&spot=standard&location=37&pagination=63,4600000.0,אל סלוודור,דירה,גבעת משואה,ירושלים,1.0,5.0,125.0,36800.0,"אל סלוודור, גבעת משואה, ירושלים",31.748202,35.171464,1416.0282701935323
https://www.yad2.co.il/realestate/item/p5whwg0u?opened-from=feed&component-type=main_feed&spot=standard&location=26&pagination=64,4950000.0,מרה,גג/ פנטהאוז,בית הכרם,ירושלים,4.0,5.0,130.0,38076.92307692308,"מרה, בית הכרם, ירושלים",31.771019,35.1930465,553.7217444696157
https://www.yad2.co.il/realestate/item/4o5yenea?opened-from=feed&component-type=main_feed&spot=standard&location=40&pagination=65,2500000.0,בוליביה,דירה,קרית היובל,ירושלים,1.0,2.0,50.0,50000.0,"בוליביה, קרית היובל, ירושלים",31.7581795,35.1807792,104.46723450490374
https://www.yad2.co.il/realestate/item/vnrix6ga?opened-from=feed&component-type=main_feed&spot=standard&location=33&pagination=66,3300000.0,"מלחה, מנחת",דירה,מלחה,ירושלים,5.0,4.0,100.0,33000.0,"מלחה, מנחת, מלחה, ירושלים",31.7477545,35.1882146,1018.2416507689865
https://www.yad2.co.il/realestate/item/o8a0ocm5?opened-from=feed&component-type=main_feed&spot=standard&location=40&pagination=66,23000000.0,חנוך קלעי,בית פרטי/ קוטג',מלחה,ירושלים,0.0,10.0,440.0,52272.72727272727,"חנוך קלעי, מלחה, ירושלים",31.7538921,35.1827414,309.1313416843992
https://www.yad2.co.il/realestate/item/z1mxpzhj?opened-from=feed&component-type=main_feed&spot=standard&location=37&pagination=68,7350000.0,אליעזרי,בית פרטי/ קוטג',בית וגן,ירושלים,0.0,8.0,200.0,36750.0,"אליעזרי, בית וגן, ירושלים",31.7662726,35.1888007,230.4514725915688
https://www.yad2.co.il/realestate/item/pk6jqep2?opened-from=feed&component-type=main_feed&spot=standard&location=24&pagination=70,2750000.0,החרצית,דירה,קרית מנחם,ירושלים,4.0,4.0,125.0,22000.0,"החרצית, קרית מנחם, ירושלים",31.7578088,35.1630517,855.6672717278574
https://www.yad2.co.il/realestate/item/8tmk0jje?opened-from=feed&component-type=main_feed&spot=standard&location=36&pagination=70,4700000.0,המושבה היוונית,דירה,המושבה היוונית,ירושלים,1.0,4.0,105.0,44761.90476190476,"המושבה היוונית, המושבה היוונית, ירושלים",31.7623456,35.2189749,109.09226357620557
https://www.yad2.co.il/realestate/item/69ghfjoo?opened-from=feed&component-type=main_feed&spot=standard&location=38&pagination=70,3890000.0,רפאל דה לה פרגולה,דירת גן,גילה,ירושלים,0.0,7.0,160.0,24312.5,"רפאל דה לה פרגולה, גילה, ירושלים",31.7343778,35.1787635,2495.4700860516796
https://www.yad2.co.il/realestate/item/ccd9pkqq?opened-from=feed&component-type=main_feed&spot=standard&location=30&pagination=71,2530000.0,הרב מן ההר 28,דירה,חומת שמואל,ירושלים,2.0,4.0,92.0,27500.0,"הרב מן ההר 28, חומת שמואל, ירושלים",31.7220074,35.2252691,1955.1817867239388
https://www.yad2.co.il/realestate/item/0eit0f2j?opened-from=feed&component-type=main_feed&spot=standard&location=39&pagination=71,3900000.0,גילה,בית פרטי/ קוטג',גילה,ירושלים,0.0,7.0,200.0,19500.0,"גילה, גילה, ירושלים",31.7315815,35.1762941,2853.5203270140696
https://www.yad2.co.il/realestate/item/74w5ji03?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=72,1610000.0,מאיר נקר 49,דירה,ארמון הנציב,ירושלים,1.0,2.0,43.0,37441.86046511628,"מאיר נקר 49, ארמון הנציב, ירושלים",31.7506624,35.2389688,1478.0772736435092
https://www.yad2.co.il/realestate/item/0mrvhsmt?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=72,3690000.0,שמעון 14,דירת גן,בקעה,ירושלים,0.0,3.0,150.0,24600.0,"שמעון 14, בקעה, ירושלים",31.7583481,35.2199187,283.5083242786733
https://www.yad2.co.il/realestate/item/iab7jwsj?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=73,3970000.0,רמת דניה,דירה,רמת דניה,ירושלים,5.0,4.0,108.0,36759.25925925926,"רמת דניה, רמת דניה, ירושלים",31.7528791,35.1915663,675.7533661560058
https://www.yad2.co.il/realestate/item/jzwoze1e?opened-from=feed&component-type=main_feed&spot=standard&location=14&pagination=74,5000000.0,אורוגואי 19,טריפלקס,קרית היובל,ירושלים,2.0,6.0,150.0,33333.333333333336,"אורוגואי 19, קרית היובל, ירושלים",31.7578764,35.1771352,285.7081655105298
https://www.yad2.co.il/realestate/item/84c02v8l?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=74,3000000.0,בית וגן 18,דירה,בית וגן,ירושלים,2.0,4.0,85.0,35294.117647058825,"בית וגן 18, בית וגן, ירושלים",31.7708898,35.1838039,210.674885258839
https://www.yad2.co.il/realestate/item/4zb9ld6a?opened-from=feed&component-type=main_feed&spot=standard&location=32&pagination=74,3830000.0,משה קול,דירה,בית הכרם,ירושלים,1.0,4.0,93.0,41182.79569892473,"משה קול, בית הכרם, ירושלים",31.7745881,35.1875162,380.6064327720738
https://www.yad2.co.il/realestate/item/hgg9wfvq?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=75,2800000.0,קולומביה 1,דירה,קרית מנחם,ירושלים,2.0,4.0,95.0,29473.684210526317,"קולומביה 1, קרית מנחם, ירושלים",31.7586332,35.1655445,613.6225124353504
https://www.yad2.co.il/realestate/item/e4qg7kui?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=75,2290000.0,האנפה 310,דירה,גילה,ירושלים,3.0,4.0,95.0,24105.263157894737,"האנפה 310, גילה, ירושלים",31.7269959,35.1895809,3296.4090643317368
https://www.yad2.co.il/realestate/item/s4r5g1a6?opened-from=feed&component-type=main_feed&spot=standard&location=39&pagination=75,4350000.0,משה קול,גג/ פנטהאוז,בית הכרם,ירושלים,3.0,4.0,112.0,38839.28571428572,"משה קול, בית הכרם, ירושלים",31.7745881,35.1875162,380.6064327720738
https://www.yad2.co.il/realestate/item/r5080z7l?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=77,3400000.0,מרווה 22,דירת גן,גילה,ירושלים,0.0,4.0,120.0,28333.333333333332,"מרווה 22, גילה, ירושלים",31.7317981,35.1814253,2739.5548859978603
https://www.yad2.co.il/realestate/item/zpzbw1up?opened-from=feed&component-type=main_feed&spot=standard&location=23&pagination=77,4800000.0,פרופ' יעקב פולוצקי,גג/ פנטהאוז,גילה,ירושלים,2.0,7.0,180.0,26666.666666666668,"פרופ' יעקב פולוצקי, גילה, ירושלים",31.7298779,35.1982674,3202.5339654066493
https://www.yad2.co.il/realestate/item/bx8x417b?opened-from=feed&component-type=main_feed&spot=standard&location=25&pagination=77,1950000.0,עולי הגרדום,דירה,ארמון הנציב,ירושלים,1.0,4.0,80.0,24375.0,"עולי הגרדום, ארמון הנציב, ירושלים",31.7463511,35.2378403,1025.1721516214157
https://www.yad2.co.il/realestate/item/vkvlzzov?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=77,2200000.0,אלפנדרי,דירה,מקור ברוך,ירושלים,2.0,2.0,43.0,51162.79069767442,"אלפנדרי, מקור ברוך, ירושלים",31.7873896,35.2113626,529.8285154292512
https://www.yad2.co.il/realestate/item/i34q4scf?opened-from=feed&component-type=main_feed&spot=standard&location=25&pagination=78,7350000.0,חזון ציון,דירת גן,בית הכרם,ירושלים,2.0,6.0,160.0,45937.5,"חזון ציון, בית הכרם, ירושלים",31.7821625,35.1944732,322.5865462360817
https://www.yad2.co.il/realestate/item/tjyt81ax?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=78,3590000.0,קרית משה,דירה,קרית משה,ירושלים,2.0,3.0,80.0,44875.0,"קרית משה, קרית משה, ירושלים",31.78605,35.1951201,347.19780663905857
https://www.yad2.co.il/realestate/item/7f3x36m1?opened-from=feed&component-type=main_feed&spot=standard&location=35&pagination=78,4450000.0,יעקב שריבוים,דירת גן,בית הכרם,ירושלים,0.0,4.0,90.0,49444.444444444445,"יעקב שריבוים, בית הכרם, ירושלים",31.77311,35.19355,680.5738289071713
https://www.yad2.co.il/realestate/item/7tlrzkqa?opened-from=feed&component-type=main_feed&spot=standard&location=40&pagination=78,5190000.0,אברהם פררה,דירה,הולילנד,ירושלים,1.0,5.0,190.0,27315.78947368421,"אברהם פררה, הולילנד, ירושלים",31.7568163,35.189327,310.4284315824965
https://www.yad2.co.il/realestate/item/deketfz3?opened-from=feed&component-type=main_feed&spot=standard&location=28&pagination=79,5900000.0,שמריהו לוין,דירת גן,קרית היובל,ירושלים,0.0,5.0,124.0,47580.645161290326,"שמריהו לוין, קרית היובל, ירושלים",31.7688162,35.1781946,422.57150161497947
https://www.yad2.co.il/realestate/item/4tcytloo?opened-from=feed&component-type=main_feed&spot=standard&location=35&pagination=80,4180000.0,לאה פורת,בית פרטי/ קוטג',גבעת משואה,ירושלים,0.0,6.0,147.0,28435.374149659863,"לאה פורת, גבעת משואה, ירושלים",31.7509031,35.1681431,1264.7998475342292
https://www.yad2.co.il/realestate/item/kpyzzkvl?opened-from=feed&component-type=main_feed&spot=standard&location=38&pagination=80,2490000.0,הרב יצחק נסים,דירה,חומת שמואל,ירושלים,2.0,4.0,85.0,29294.117647058825,"הרב יצחק נסים, חומת שמואל, ירושלים",31.726296,35.2237449,1788.6920593188227
https://www.yad2.co.il/realestate/item/m5gi0dw0?opened-from=feed&component-type=main_feed&spot=standard&location=38&pagination=82,4690000.0,הדישון,דירה,מלחה,ירושלים,0.0,5.0,260.0,18038.46153846154,"הדישון, מלחה, ירושלים",31.7514251,35.1811857,604.5831674414969
https://www.yad2.co.il/realestate/item/vae2xnz3?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=84,11500000.0,לייב יפה 1,גג/ פנטהאוז,תלפיות,ירושלים,23.0,6.0,409.0,28117.359413202936,"לייב יפה 1, תלפיות, ירושלים",31.7435729,35.2203001,1469.6515513451677
https://www.yad2.co.il/realestate/item/jbi5onba?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=85,3150000.0,ראובן מנשה רביע 1,דירת גן,חומת שמואל,ירושלים,0.0,4.0,102.0,30882.352941176472,"ראובן מנשה רביע 1, חומת שמואל, ירושלים",31.7221881,35.2317719,1490.1025791518832
https://www.yad2.co.il/realestate/item/taxpmxrg?opened-from=feed&component-type=main_feed&spot=standard&location=19&pagination=85,2350000.0,גולומב 23,דיור מוגן,קרית היובל,ירושלים,14.0,3.0,60.0,39166.666666666664,"גולומב 23, קרית היובל, ירושלים",31.7594144,35.1791814,65.4617487068015
https://www.yad2.co.il/realestate/item/vwytfibn?opened-from=feed&component-type=main_feed&spot=standard&location=39&pagination=85,2600000.0,יקינטון,דירת גן,גילה,ירושלים,0.0,4.0,80.0,32500.0,"יקינטון, גילה, ירושלים",31.736664,35.1797811,2226.9772638395584
https://www.yad2.co.il/realestate/item/dkeoeq7b?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=86,2800000.0,הפסגה 9,דירה,בית וגן,ירושלים,1.0,2.0,67.0,41791.0447761194,"הפסגה 9, בית וגן, ירושלים",31.7702081,35.1825952,148.15439900731175
https://www.yad2.co.il/realestate/item/t0hrtmgg?opened-from=feed&component-type=main_feed&spot=standard&location=23&pagination=86,3090000.0,עמק רפאים,דירה,עמק רפאים,ירושלים,0.0,3.0,46.0,67173.91304347826,"עמק רפאים, עמק רפאים, ירושלים",31.763984,35.21988,4.989696476494074
https://www.yad2.co.il/realestate/item/eo2y3qnf?opened-from=feed&component-type=main_feed&spot=standard&location=29&pagination=87,2860000.0,נהוראי,דירה,קטמונים,ירושלים,2.0,3.0,85.0,33647.05882352941,"נהוראי, קטמונים, ירושלים",31.7534159,35.2077872,1205.1755541207249
https://www.yad2.co.il/realestate/item/gu3x0ac0?opened-from=feed&component-type=main_feed&spot=standard&location=33&pagination=88,6150000.0,גבעת משואה,גג/ פנטהאוז,גבעת משואה,ירושלים,17.0,4.0,168.0,36607.142857142855,"גבעת משואה, גבעת משואה, ירושלים",31.7497832,35.1697665,1357.4031167866276
https://www.yad2.co.il/realestate/item/2mnrpw6u?opened-from=feed&component-type=main_feed&spot=standard&location=34&pagination=88,4043000.0,הרב ריינס,דירה,קרית משה,ירושלים,5.0,4.0,120.0,33691.666666666664,"הרב ריינס, קרית משה, ירושלים",31.7896715,35.1968379,522.9728390240441
https://www.yad2.co.il/realestate/item/gkfgun2u?opened-from=feed&component-type=main_feed&spot=standard&location=38&pagination=88,4350000.0,בן ציון 20,דירה,גבעת שאול,ירושלים,3.0,5.0,125.0,34800.0,"בן ציון 20, גבעת שאול, ירושלים",31.7897069,35.1941531,320.71361199846854
https://www.yad2.co.il/realestate/item/tr288o1u?opened-from=feed&component-type=main_feed&spot=standard&location=37&pagination=89,2640000.0,אליהו קורן,דירה,חומת שמואל,ירושלים,3.0,4.0,90.0,29333.333333333332,"אליהו קורן, חומת שמואל, ירושלים",31.720382,35.2223733,2282.9396708789363
https://www.yad2.co.il/realestate/item/7596wsma?opened-from=feed&component-type=main_feed&spot=standard&location=33&pagination=90,23000000.0,חנוך קלעי,בית פרטי/ קוטג',מלחה,ירושלים,0.0,10.0,440.0,52272.72727272727,"חנוך קלעי, מלחה, ירושלים",31.7538921,35.1827414,309.1313416843992
https://www.yad2.co.il/realestate/item/omced4vq?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=91,4600000.0,יפה רום 88,דירה,גילה,ירושלים,3.0,4.0,170.0,27058.82352941177,"יפה רום 88, גילה, ירושלים",31.7314599,35.1896908,2808.4370875342493
https://www.yad2.co.il/realestate/item/omced4vq?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=92,4600000.0,יפה רום 88,דירה,גילה,ירושלים,3.0,4.0,170.0,27058.82352941177,"יפה רום 88, גילה, ירושלים",31.7314599,35.1896908,2808.4370875342493
https://www.yad2.co.il/realestate/item/awp92zct?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=92,3200000.0,חיים גבריהו 1,דירת גן,פסגת זאב,ירושלים,1.0,4.0,185.0,17297.297297297297,"חיים גבריהו 1, פסגת זאב, ירושלים",31.8186041,35.244274,917.8108736964476
https://www.yad2.co.il/realestate/item/e59f3e34?opened-from=feed&component-type=main_feed&spot=standard&location=21&pagination=92,3070000.0,עמנואל זיסמן,דירה,ירושלים,ירושלים,5.0,5.0,115.0,26695.652173913044,"עמנואל זיסמן, ירושלים, ירושלים",31.71969,35.2306867,1771.7156643048427
https://www.yad2.co.il/realestate/item/2il4off1?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=93,4850000.0,אל סלוודור,דירת גן,גבעת משואה,ירושלים,0.0,5.0,126.0,38492.06349206349,"אל סלוודור, גבעת משואה, ירושלים",31.748202,35.171464,1416.0282701935323
https://www.yad2.co.il/realestate/item/s9687lxs?opened-from=feed&component-type=main_feed&spot=standard&location=33&pagination=93,2050000.0,כמון,דירה,גילה,ירושלים,1.0,3.0,72.0,28472.222222222223,"כמון, גילה, ירושלים",31.7313808,35.1820433,2780.4890628476533
https://www.yad2.co.il/realestate/item/s7oie8es?opened-from=feed&component-type=main_feed&spot=standard&location=24&pagination=94,3890000.0,"בית הכרם, רמת בית הכרם",דירה,בית הכרם,ירושלים,1.0,4.0,90.0,43222.22222222222,"בית הכרם, רמת בית הכרם, בית הכרם, ירושלים",31.7890696,35.175249,299.53329189518155
https://www.yad2.co.il/realestate/item/o35tofwr?opened-from=feed&component-type=main_feed&spot=standard&location=23&pagination=95,3900000.0,שמואל תמיר כצנלסון,דירה,פסגת זאב,ירושלים,2.0,7.0,217.0,17972.350230414748,"שמואל תמיר כצנלסון, פסגת זאב, ירושלים",31.820207,35.2356538,797.1345848190888
https://www.yad2.co.il/realestate/item/405ah96r?opened-from=feed&component-type=main_feed&spot=standard&location=36&pagination=95,3200000.0,מקור חיים,דירה,מקור חיים,ירושלים,6.0,3.0,85.0,37647.05882352941,"מקור חיים, מקור חיים, ירושלים",31.7550127,35.2118112,825.7483846438657
https://www.yad2.co.il/realestate/item/0rq91f4v?opened-from=feed&component-type=main_feed&spot=standard&location=25&pagination=96,12500000.0,קטמון הישנה,גג/ פנטהאוז,קטמון הישנה,ירושלים,2.0,6.0,200.0,62500.0,"קטמון הישנה, קטמון הישנה, ירושלים",31.766538,35.2104129,631.1388768313768
https://www.yad2.co.il/realestate/item/bnnk3gk7?opened-from=feed&component-type=main_feed&spot=standard&location=26&pagination=96,3190000.0,"בית הכרם, רמת בית הכרם",דירה,בית הכרם,ירושלים,5.0,4.0,100.0,31900.0,"בית הכרם, רמת בית הכרם, בית הכרם, ירושלים",31.7890696,35.175249,299.53329189518155
https://www.yad2.co.il/realestate/item/ljlkxqvs?opened-from=feed&component-type=main_feed&spot=standard&location=15&pagination=97,3950000.0,יפה רום 41,דירת גן,גילה,ירושלים,1.0,5.0,150.0,26333.333333333332,"יפה רום 41, גילה, ירושלים",31.7314599,35.1896908,2808.4370875342493
https://www.yad2.co.il/realestate/item/jrykrp9r?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=97,2900000.0,גילה,גג/ פנטהאוז,גילה,ירושלים,2.0,4.0,120.0,24166.666666666668,"גילה, גילה, ירושלים",31.7315815,35.1762941,2853.5203270140696
https://www.yad2.co.il/realestate/item/9fnhozeq?opened-from=feed&component-type=main_feed&spot=standard&location=28&pagination=98,6390000.0,י.צ. מיכאלסון,דירת גן,ניות,ירושלים,0.0,5.0,280.0,22821.428571428572,"י.צ. מיכאלסון, ניות, ירושלים",31.7710903,35.2016694,1335.311769237569
https://www.yad2.co.il/realestate/item/ryxv5gcg?opened-from=feed&component-type=main_feed&spot=standard&location=36&pagination=98,2520000.0,עמנואל זיסמן,דירה,ירושלים,ירושלים,2.0,4.0,95.0,26526.315789473683,"עמנואל זיסמן, ירושלים, ירושלים",31.71969,35.2306867,1771.7156643048427
https://www.yad2.co.il/realestate/item/khgix8v4?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=99,2630000.0,זאב חקלאי 15,דירה,בית וגן,ירושלים,4.0,3.0,70.0,37571.42857142857,"זאב חקלאי 15, בית וגן, ירושלים",31.7719505,35.1851961,162.47701833067157
https://www.yad2.co.il/realestate/item/f0vs10ky?opened-from=feed&component-type=main_feed&spot=standard&location=30&pagination=99,4500000.0,ניתאי הארבלי,דירת גן,ירושלים,ירושלים,1.0,4.0,104.0,43269.230769230766,"ניתאי הארבלי, ירושלים, ירושלים",31.753443,35.2005096,1415.8503155088476
https://www.yad2.co.il/realestate/item/li8o4jnq?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=101,2222000.0,שמחה הולצברג 30,דירה,פסגת זאב,ירושלים,1.0,3.0,80.0,27775.0,"שמחה הולצברג 30, פסגת זאב, ירושלים",31.8339191,35.2332726,660.5098412535639
https://www.yad2.co.il/realestate/item/5jcaejk2?opened-from=feed&component-type=main_feed&spot=standard&location=24&pagination=101,2350000.0,"ארמון הנציב, תלפיות מזרח",דירה,ארמון הנציב,ירושלים,2.0,4.0,85.0,27647.058823529413,"ארמון הנציב, תלפיות מזרח, ארמון הנציב, ירושלים",31.7545149,35.2355571,1027.7186132445345
https://www.yad2.co.il/realestate/item/w0tom9pr?opened-from=feed&component-type=main_feed&spot=standard&location=29&pagination=101,2680000.0,בר יוחאי,דירה,קטמונים,ירושלים,2.0,3.0,85.0,31529.41176470588,"בר יוחאי, קטמונים, ירושלים",31.754455,35.1993645,1284.6786967317548
https://www.yad2.co.il/realestate/item/sqd2hspx?opened-from=feed&component-type=main_feed&spot=standard&location=28&pagination=102,8600000.0,הסתת,בית פרטי/ קוטג',בית הכרם,ירושלים,0.0,7.0,256.0,33593.75,"הסתת, בית הכרם, ירושלים",31.7750578,35.1909559,585.3739022320544
https://www.yad2.co.il/realestate/item/g9mwrxg1?opened-from=feed&component-type=main_feed&spot=standard&location=26&pagination=103,2750000.0,בן ציון דינור,דירה,בית הכרם,ירושלים,2.0,3.0,70.0,39285.71428571428,"בן ציון דינור, בית הכרם, ירושלים",31.7696292,35.1926398,466.40293385589644
https://www.yad2.co.il/realestate/item/gpl1wvuu?opened-from=feed&component-type=main_feed&spot=standard&location=40&pagination=103,3490000.0,חיים סירני,דירה,קרית היובל,ירושלים,1.0,4.0,140.0,24928.571428571428,"חיים סירני, קרית היובל, ירושלים",31.7607047,35.1737775,243.96616370233798
https://www.yad2.co.il/realestate/item/rjbmjo89?opened-from=feed&component-type=main_feed&spot=standard&location=32&pagination=104,6100000.0,משה קול,דירת גן,בית הכרם,ירושלים,1.0,4.0,124.0,49193.54838709677,"משה קול, בית הכרם, ירושלים",31.7745881,35.1875162,380.6064327720738
https://www.yad2.co.il/realestate/item/2dc30rvq?opened-from=feed&component-type=main_feed&spot=standard&location=35&pagination=104,5190000.0,שדרות הרצל,דירה,בית הכרם,ירושלים,4.0,5.0,130.0,39923.07692307692,"שדרות הרצל, בית הכרם, ירושלים",31.772776,35.183006,388.54038672701813
https://www.yad2.co.il/realestate/item/hihsc0hi?opened-from=feed&component-type=main_feed&spot=standard&location=17&pagination=105,5200000.0,פאול גרינינגר 29,בית פרטי/ קוטג',פסגת זאב,ירושלים,0.0,6.0,300.0,17333.333333333332,"פאול גרינינגר 29, פסגת זאב, ירושלים",31.8156618,35.2543681,1492.1929667332806
https://www.yad2.co.il/realestate/item/j37z3w7q?opened-from=feed&component-type=main_feed&spot=standard&location=28&pagination=105,1790000.0,גילה,דירה,גילה,ירושלים,1.0,3.0,75.0,23866.666666666668,"גילה, גילה, ירושלים",31.7315815,35.1762941,2853.5203270140696
https://www.yad2.co.il/realestate/item/aoox2nw4?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=106,3090000.0,הרב יצחק חי טייב 18,דירה,הר נוף,ירושלים,5.0,4.0,100.0,30900.0,"הרב יצחק חי טייב 18, הר נוף, ירושלים",31.7867996,35.1712303,150.33123192526338
https://www.yad2.co.il/realestate/item/2ioh98kr?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=106,2700000.0,פסח חברוני 122,דירה,קרית היובל,ירושלים,2.0,3.0,67.0,40298.50746268657,"פסח חברוני 122, קרית היובל, ירושלים",31.7606522,35.1691755,215.26323952367179
https://www.yad2.co.il/realestate/item/h6pat6zh?opened-from=feed&component-type=main_feed&spot=standard&location=14&pagination=107,4250000.0,"שח""ל 77",דירה,גבעת מרדכי,ירושלים,5.0,4.0,130.0,32692.30769230769,"שח""ל 77, גבעת מרדכי, ירושלים",31.7662623,35.1940421,653.6683415955355
https://www.yad2.co.il/realestate/item/8sxn1y2q?opened-from=feed&component-type=main_feed&spot=standard&location=31&pagination=108,3950000.0,גרשון אבנר,דירת גן,ארמון הנציב,ירושלים,1.0,6.0,200.0,19750.0,"גרשון אבנר, ארמון הנציב, ירושלים",31.7461075,35.2293041,1232.134394291787
https://www.yad2.co.il/realestate/item/i2wj1pgs?opened-from=feed&component-type=main_feed&spot=standard&location=32&pagination=108,5350000.0,רבי שלמה זלמן דרוק,דירה,רמת שלמה,ירושלים,2.0,7.0,220.0,24318.18181818182,"רבי שלמה זלמן דרוק, רמת שלמה, ירושלים",31.808806,35.214009,122.9991807192721
https://www.yad2.co.il/realestate/item/c5jryvfq?opened-from=feed&component-type=main_feed&spot=standard&location=30&pagination=109,3750000.0,קרית היובל,טריפלקס,קרית היובל,ירושלים,0.0,7.0,150.0,25000.0,"קרית היובל, קרית היובל, ירושלים",31.7690912,35.1803934,215.96960293418212
https://www.yad2.co.il/realestate/item/crfj1rdb?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=110,5000000.0,הארזים 8,דירה,בית הכרם,ירושלים,3.0,4.0,107.0,46728.97196261682,"הארזים 8, בית הכרם, ירושלים",31.7805205,35.1871308,574.4072267966546
https://www.yad2.co.il/realestate/item/ri6ifmup?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=110,3090000.0,שמואל נתן 12,דירה,גבעת משואה,ירושלים,1.0,4.0,117.0,26410.25641025641,"שמואל נתן 12, גבעת משואה, ירושלים",31.7488212,35.1706473,1421.5127691486637
https://www.yad2.co.il/realestate/item/lbaakx0q?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=110,5000000.0,אדמונד סחייק 1,דירה,מלחה,ירושלים,2.0,4.0,160.0,31250.0,"אדמונד סחייק 1, מלחה, ירושלים",31.7498192,35.1850798,724.6449523789585
